Pais,CodigoISOpaís,Oficinaderegistro,Grupoedad,Edad,areaConocimiento,SubAreaConocimiento,NivelAcademico,Estadocivil,Genero,Etniadelapersona,Estatura ,Localizacion,Cantidaddepersonas
FRANCIA,FRA,C. PARIS,ADULTO,33,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,168,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,37,BELLAS ARTES,MÚSICA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,20,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,155,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,79,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,174,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,32,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,175,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. ESMERALDAS,ADULTO MAYOR,74,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,157,"(-1.831239, -78.183406)",1
CANADA,CAN,C. VANCOUVER,ADULTO MAYOR,95,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO MAYOR,83,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,162,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. QUITO,ADULTO,29,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,GITANO,-1,"(-1.831239, -78.183406)",1
CANADA,CAN,C. CALGARY,ADULTO MAYOR,65,NINGUNA,NINGUNA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,155,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,32,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. PUERTO AYACUCHO,ADULTO MAYOR,62,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,178,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,39,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,OTRO,160,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO,32,CIENCIAS SOCIALES Y HUMANAS,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
AUSTRALIA,AUS,C. SYDNEY,ADULTO,30,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
ITALIA,ITA,C. ROMA,ADULTO MAYOR,70,NINGUNA,NINGUNA,PRIMARIA,CASADO,FEMENINO,OTRO,150,"(41.87194, 12.56738)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO MAYOR,81,CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,NO INDICA,VIUDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,55,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",2
VENEZUELA,VEN,C. CARACAS,ADULTO,55,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,183,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO MAYOR,80,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO,37,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AGROINDUSTRIAL, ALIMENTOS Y AFINES",POSTGRADO - ESPECIALIZACIÓN,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
AUSTRIA,AUT,C. VIENA,ADULTO,33,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA QUÍMICA Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(47.516231, 14.550072)",1
ESPAÑA,ESP,C. MADRID,ADULTO,40,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,182,"(40.463667, -3.74922)",3
ESPAÑA,ESP,C. MADRID,ADULTO,42,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,159,"(40.463667, -3.74922)",1
SUECIA,SWE,C. ESTOCOLMO,ADULTO,34,MATEMÁTICAS Y CIENCIAS NATURALES,"BIOLOGÍA, MICROBIOLOGÍA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(60.128161, 18.643501)",1
ECUADOR,ECU,C. QUITO,ADULTO,30,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,150,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,40,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO,35,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,177,"(-35.675147, -71.542969)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO MAYOR,86,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,142,"(6.42375, -66.58973)",1
CHILE,CHL,C. SANTIAGO,ADULTO,36,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,166,"(-35.675147, -71.542969)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,36,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES",PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(-38.416097, -63.616672)",1
CANADA,CAN,C. CALGARY,ADULTO,52,NINGUNA,NINGUNA,BACHILLERATO,DIVORCIADO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",3
ECUADOR,ECU,C. QUITO,ADULTO,43,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO,46,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,170,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,36,BELLAS ARTES,DISEÑO,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,164,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO MAYOR,63,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO MAYOR,60,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(-1.831239, -78.183406)",1
PORTUGAL,PRT,C. LISBOA,ADOLESCENTE,17,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(39.399872, -8.224454)",1
CANADA,CAN,C. TORONTO,ADULTO MAYOR,60,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,27,BELLAS ARTES,DISEÑO,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,25,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),DESCONOCIDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,55,CIENCIAS DE LA SALUD,SALUD OCUPACIONAL (HSEQ),NO INDICA,CASADO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
PANAMA,PAN,C. PANAMA,ADULTO,35,BELLAS ARTES,PUBLICIDAD Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,27,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,25,CIENCIAS SOCIALES Y HUMANAS,"DEPORTES, EDUCACIÓN FÍSICA Y RECREACIÓN",NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,64,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,156,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,54,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,VIUDO,FEMENINO,OTRO,168,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,57,NO INDICA,NO INDICA,BACHILLERATO,DIVORCIADO,MASCULINO,NINGUNA,171,"(6.42375, -66.58973)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO MAYOR,62,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,AFRODESCENDIENTE,-1,"(-35.675147, -71.542969)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,43,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",2
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,55,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,172,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,29,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",2
HONDURAS,HND,C. TEGUCIGALPA,PRIMERA INFANCIA,3,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(15.199999, -86.241905)",1
CANADA,CAN,C. MONTREAL,ADULTO MAYOR,79,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",3
AUSTRALIA,AUS,C. SYDNEY,ADULTO,39,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
SUIZA,CHE,C. BERNA,ADULTO,46,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(46.818188, 8.227512)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,45,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO MAYOR,68,"AGRONOMÍA, VETERINARIA Y AFINES",AGRONOMÍA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
REPUBLICA DOMINICANA,DOM,C. SANTO DOMINGO,ADULTO JOVEN,26,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(18.735693, -70.162651)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO MAYOR,63,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,159,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO MAYOR,71,NO INDICA,NO INDICA,PRIMARIA,CASADO,MASCULINO,OTRO,160,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO,42,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",18
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,36,BELLAS ARTES,DISEÑO,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",2
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,25,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,MASCULINO,INDÍGENA,-1,"(40.463667, -3.74922)",1
ARUBA,ABW,C. ARUBA,ADULTO,52,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,168,"(12.52111, -69.968338)",1
ESPAÑA,ESP,C. MADRID,ADULTO,44,CIENCIAS DE LA SALUD,MEDICINA,POSTGRADO - ESPECIALIZACIÓN,CASADO,FEMENINO,NINGUNA,161,"(40.463667, -3.74922)",1
PANAMA,PAN,C. PANAMA,INFANTE,9,NO INDICA,NO INDICA,NINGUNO,DESCONOCIDO,MASCULINO,NINGUNA,60,"(8.537981, -80.782127)",1
REINO UNIDO,GBR,C. LONDRES,ADOLESCENTE,16,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,131,"(55.378051, -3.435973)",1
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO,31,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(52.132633, 5.291266)",1
ESPAÑA,ESP,C. MADRID,ADULTO,54,CIENCIAS SOCIALES Y HUMANAS,"FILOSOFÍA, TEOLOGÍA Y AFINES",PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO,36,CIENCIAS DE LA SALUD,SALUD OCUPACIONAL (HSEQ),NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,36,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,153,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,44,"AGRONOMÍA, VETERINARIA Y AFINES",AGRONOMÍA,POSTGRADO - DOCTORADO,SOLTERO,MASCULINO,OTRO,170,"(40.463667, -3.74922)",1
DINAMARCA,DNK,C. ESTOCOLMO,ADULTO,53,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(56.26392, 9.501785)",1
ESTADOS UNIDOS,USA,C. SAN JUAN PTO RICO,ADULTO,50,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,163,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO,44,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO MAYOR,70,NO INDICA,NO INDICA,BACHILLERATO,DIVORCIADO,FEMENINO,NINGUNA,155,"(40.463667, -3.74922)",1
BULGARIA,BGR,C. VARSOVIA,ADULTO,29,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(42.733883, 25.48583)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO,41,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,SIN ETNIA REGISTRADA,177,"(9.748917, -83.753428)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO,54,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,156,"(9.748917, -83.753428)",1
FRANCIA,FRA,C. PARIS,ADOLESCENTE,17,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,"(46.227638, 2.213749)",3
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,28,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,57,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,185,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. BARQUISIMETO,ADULTO MAYOR,75,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,28,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,OTRO,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO MAYOR,83,NINGUNA,NINGUNA,NO INDICA,DIVORCIADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO MAYOR,85,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,177,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BILBAO,ADOLESCENTE,17,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
PERU,PER,C. LIMA,ADULTO,39,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,NINGUNA,150,"(-9.189967, -75.015152)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,34,CIENCIAS DE LA SALUD,BACTERIOLOGÍA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO MAYOR,64,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,173,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",2
ITALIA,ITA,C. MILAN,ADULTO,59,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(41.87194, 12.56738)",4
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,57,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,160,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,27,NO INDICA,NO INDICA,BACHILLERATO,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,180,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,60,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,160,"(40.463667, -3.74922)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,50,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,178,"(55.378051, -3.435973)",1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO,30,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,"(-1.831239, -78.183406)",2
VENEZUELA,VEN,C. CARACAS,ADULTO,37,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,161,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO MAYOR,73,CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,73,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,25,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",2
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,40,CIENCIAS DE LA SALUD,SALUD OCUPACIONAL (HSEQ),PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ANDORRA,AND,C. BARCELONA,ADULTO,40,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(42.546245, 1.601554)",1
BELGICA,BEL,C. BRUSELAS,ADULTO,39,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(50.503887, 4.469936)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO,35,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",PREGRADO - TECNOLÓGICO,SOLTERO,MASCULINO,OTRO,-1,"(-35.675147, -71.542969)",1
CANADA,CAN,C. TORONTO,ADULTO,59,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
PERU,PER,C. LIMA,ADULTO,30,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,NINGUNA,-1,"(-9.189967, -75.015152)",4
ESTADOS UNIDOS,USA,C. NEWARK,PRIMERA INFANCIA,4,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",4
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO,47,BELLAS ARTES,DISEÑO,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(12.16957, -68.990021)",1
PANAMA,PAN,C. PANAMA,ADULTO,45,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,160,"(8.537981, -80.782127)",1
REPUBLICA CHECA,CZE,C. VIENA,ADULTO,32,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,176,"(49.817492, 15.472962)",1
ITALIA,ITA,C. MILAN,ADULTO,54,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,CASADO,FEMENINO,NINGUNA,147,"(41.87194, 12.56738)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,51,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,AFRODESCENDIENTE,-1,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. QUITO,ADULTO,34,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,OTRO,172,"(-1.831239, -78.183406)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,31,BELLAS ARTES,"ARTES PLÁSTICAS, VISUALES Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,30,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,SOLTERO,MASCULINO,NINGUNA,170,"(37.09024, -95.712891)",2
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO,52,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,22,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,145,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BILBAO,ADULTO,47,CIENCIAS DE LA SALUD,ENFERMERÍA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
GUATEMALA,GTM,C. GUATEMALA,ADULTO,29,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(15.783471, -90.230759)",2
ESPAÑA,ESP,C. SEVILLA,ADULTO,52,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,41,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,UNION_LIBRE,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,40,"AGRONOMÍA, VETERINARIA Y AFINES",AGRONOMÍA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,38,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,165,"(40.463667, -3.74922)",1
